id,city,age,date,protectionorder,why1,why2,killer1,killer2,killingway1,killingway2,killingway3,statusofkiller,year
2466, Istanbul ,Resit, 09/01/2019 ,   Yok ,Kiskanclik,,Patron,,Atesli Silah,,,,2019
2467, Istanbul ,, 09/01/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Yuksekten Dusme,,, Araniyor ,2019
2468, Istanbul , Resit , 09/02/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Sorusturma Suruyor ,2019
2469, Istanbul ,, 09/04/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2019
2470, Istanbul ,, 09/04/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2471, Istanbul ,Resit, 09/04/2019 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Bogulma,,,,2019
2472, Istanbul ,, 09/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2019
2473, Istanbul , Resit , 09/05/2019 ,   Yok ,Para,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2019
2474, Istanbul , Resit , 09/05/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2475, Istanbul ,, 09/07/2019 ,   Yok ,Tartisma,Namus,Oglu,,Kesici Alet,,, Tutuklu ,2019
2476, Istanbul ,, 09/07/2019 ,   Yok ,Annesiyle gorusmesi,,Kocasi,,Atesli Silah,,, Intihar ,2019
2477, Istanbul , Resit , 09/08/2019 ,   Yok ,Olmek istemesi,,Kiralik Katil,,Atesli Silah,,, Tutuklu ,2019
2478, Istanbul ,, 09/08/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,Yuksekten Dusme,, Tutuklu ,2019
2479, Istanbul ,, 09/08/2019 ,   Yok ,Kriz ve Issizlik,,Kocasi,,Kesici Alet,,,Tespit Edilemeyen,2019
2480, Istanbul , Resit , 09/09/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2481, Istanbul , Resit , 09/09/2019 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Yuksekten Dusme,,, Tutuklu ,2019
2482, Istanbul , Resit , 09/10/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2483, Istanbul , Resit , 09/10/2019 ,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,, Intihar ,2019
2484, Istanbul , Resit , 09/11/2019 ,   Yok ,Nefret,,Tanidigi Birisi,,Kesici Alet,Bogulma,, Tutuklu ,2019
2485, Istanbul , Resit , 09/11/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2486, Istanbul , Resit , 10/01/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,, Sorusturma Suruyor ,2019
2487, Istanbul , Resit , 10/04/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2488, Istanbul , Resit , 10/06/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2019
2489, Istanbul , Resit  , 10/07/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yuksekten Dusme,,, Tespit Edilemeyen,2019
2490, Istanbul ,, 10/07/2019 ,   Yok ,Torununun Sevgilisinin Ayriligi Kabul Edememesi,,Tanimadigi Birisi,,Yakilma,,, Tutuklu ,2019
2491, Istanbul , Resit , 10/08/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Kesici Alet,,, Intihar ,2019
2492, Istanbul ,, 10/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2493, Istanbul , Resit , 10/11/2019 ,   Yok ,Yasak Iliski,,Kuzeni,,Atesli Silah,,, Tutuklu ,2019
2494, Istanbul , Resit , 10/11/2019 ,   Yok ,Para,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2495, Istanbul , Resit , 10/11/2019 ,   Yok ,Ofke,,Oglu,,Darp,,, Tutuklu ,2019
2496, Istanbul ,, 10/12/2019 ,   Yok ,Kendi Hayatina Karar Vermek Istedigi Icin,,Abisi,,Atesli Silah,,, Tutuklu ,2019
2497, Izmir , Resit , 11/01/2019 ,   Yok ,Tartisma,,Kardesi,,Atesli Silah,,, Tutuklu ,2019
2498, Izmir ,, 11/01/2019 ,   Var ,Ayrilik Talebi,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2019
2499, Izmir ,, 11/02/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Vurucu Alet,,, Tutuklu ,2019
2500, Izmir , Resit , 11/02/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Araniyor ,2019
2501, Izmir ,, 11/07/2019 ,   Yok ,Tartisma,,Kocasi,,Bogulma,Kesici Alet,, Kacak,2019
2502, Izmir , Resit , 11/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,,Tespit Edilemeyen,2019
2503, Izmir , Resit , 11/10/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Atesli Silah,,, Intihar ,2019
2504, Izmir , Resit , 11/11/2019 ,   Yok ,Kiskanclik,,Eski Enistesi,,Atesli Silah,,, Tutuklu ,2019
2505, Izmir , Resit , 12/01/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2506, Kahramanmaras , Resit , 12/02/2019 ,   Yok ,Tartisma,,Yegeni,,Kesici Alet,,, Tutuklu ,2019
2507, Kahramanmaras , Resit , 12/02/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Sorusturma Suruyor ,2019
2508, Kahramanmaras , Resit , 12/02/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2509, Kahramanmaras , Resit , 12/02/2019 ,   Var ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2510, Kahramanmaras ,, 12/03/2019 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2019
2511, Karaman ,, 12/06/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2019
2512, Kars ,, 12/09/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Yakilma,,, Tespit Edilemeyen,2019
2513, Kars ,, 12/09/2019 ,   Yok ,Ayrilik,,Kocasi,,Darp,,,,2019
2514, Kars , Resit , 12/09/2019 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Tespit Edilemeyen,,, Tutuklu ,2019
2515, Kayseri ,, 12/12/2019 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Tutuklu ,2019
2516, Kayseri , Resit , 12/12/2019 ,   Var ,Reddedilme,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2517, Kibris ,, 13/01/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,Yakilma,, Tutuklu ,2019
2518, Kirikkale ,Resit, 13/02/2019 ,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,,Kocasi,,Atesli Silah,,,,2019
2519, Kirklareli , Resit , 13/04/2019 ,   Yok ,Namus,,Babasi,,Atesli Silah,,, Tutuklu ,2019
2520, Kirklareli , Resit Degil , 13/04/2019 ,   Yok ,Tespit Edilemeyen,,Kuzeni,,Darp,,,Sorusturma Suruyor,2019
2521, Kirsehir , Resit  , 13/04/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2019
2522, Kirsehir ,Resit, 13/04/2019 ,   Yok ,Reddedilme,,Sevgilisi,,Atesli Silah,,,,2019
2523, Kocaeli , Resit , 13/06/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,, Intihar ,2019
2524, Kocaeli , Resit , 13/06/2019 ,   Yok ,Kiskanclik,,Kocasi,,Tespit Edilemeyen,,, Tutuklu ,2019
2525, Kocaeli , Resit , 13/07/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2526, Kocaeli , Resit , 13/08/2019 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Intihar ,2019
2527, Kocaeli , Resit , 13/09/2019 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2528, Kocaeli ,, 13/09/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2019
2529, Konya , Resit , 13/11/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2530, Konya ,, 13/11/2019 ,   Yok ,Tartisma,,Sevgilisi,,Kesici Alet,,, Tutuklu ,2019
2531, Konya , Resit , 13/11/2019 ,   Yok ,Tartisma,,Kocasi,,Bogulma,,, Tutuklu ,2019
2532, Konya ,, 13/12/2019 ,   Yok ,Kizini Korurken,,Eski Damadi,,Atesli Silah,,, Araniyor ,2019
2533, Konya ,, 14/01/2019 ,   Yok ,Karisiyla Arkadaslik Ettigi Icin,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2019
2534, Konya , Resit , 14/03/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Intihar ,2019
2535,Aydin,, 14/06/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Intihar ,2019
2536, Kutahya , Resit , 14/07/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2019
2537, Malatya , Resit , 14/08/2019 ,   Yok ,Tespit Edilemeyen,,Kayinpederi,,Atesli Silah,,, Tutuklu ,2019
2538, Istanbul, Resit , 14/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Sorusturma Suruyor ,2019
2539, Manisa ,, 14/11/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2540, Manisa , Resit , 15/01/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2541, Manisa , Resit , 15/01/2019 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Atesli Silah,,,Tespit Edilemeyen,2019
2542, Manisa ,, 15/01/2019 ,   Yok ,Tartisma,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2019
2543, Mardin ,, 15/02/2019 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Atesli Silah,,, Tutuklu ,2019
2544, Mersin , Resit , 15/05/2019 ,   Yok ,Tartisma,,Oglu,,Kesici Alet,,, Tutuklu ,2019
2545, Mersin , Resit , 15/05/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2019
2546, Mersin , Resit , 15/06/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Tespit Edilemeyen,,, Tutuklu ,2019
2547, Mersin , Resit , 15/08/2019 ,   Yok ,Reddedilme,,Tanimadigi Birisi,,Atesli Silah,,,Serbest,2019
2548, Mersin , Resit , 15/08/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,Kesici Alet,Iskence,Tespit Edilemeyen,2019
2549, Mersin , Resit , 15/08/2019 ,   Yok ,Intihar,,Kendisi,,Bogulma,,, Tutuklu ,2019
2550, Mugla , Resit , 15/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2551, Mugla , Resit , 15/10/2019 ,   Yok ,Gelinini Korurken,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2552, Mugla ,, 15/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,Tutuklu ,2019
2553, Mugla ,, 15/10/2019 ,   Yok ,Reddedilme,,Tanimadigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2554, Mugla ,, 15/11/2019 ,   Tespit Edilemeyen ,Bosanma,,Eski Kocasi,,Atesli Silah,,,,2019
2555, Mus , Resit , 15/11/2019 ,   Yok ,Tartisma,,Kocasi,,Darp,,, Intihar ,2019
2556, Nevsehir , Resit , 15/12/2019 ,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2557, Ordu , Resit , 16/02/2019 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,, Intihar ,2019
2558, Osmaniye ,, 16/03/2019 ,   Yok ,Tartisma,,Oglu,,Darp,,, Tutuklu ,2019
2559, Osmaniye , Resit , 16/03/2019 ,   Var ,Tartisma,,Kocasi,,Atesli Silah,,, Araniyor ,2019
2560, Rize , Resit , 16/05/2019 ,   Yok ,Tespit Edilemeyen,,Eski Kocasi,,Atesli Silah,,, Tutuklu ,2019
2561, Sakarya , Resit , 16/06/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,Tespit Edilemeyen,2019
2562, Sakarya , Resit , 16/06/2019 ,   Yok ,Tartisma,,Oglu,,Darp,,, Tutuklu ,2019
2563, Sakarya ,, 16/08/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,, Tespit Edilemeyen,2019
2564, Samsun , Resit , 16/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Darp,Bogulma,,Araniyor,2019
2565, Samsun ,, 16/11/2019 ,   Yok ,Reddedilme,,Tanidigi Birisi,,Atesli Silah,,, Intihar ,2019
2566, Samsun ,, 16/11/2019 ,   Tespit Edilemeyen ,Kiskanclik,,Eski Kocasi,,Kesici Alet,,,,2019
2567, Sanliurfa , Resit , 17/02/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2568, Sanliurfa , Resit , 17/02/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2569, Sanliurfa ,, 17/03/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2570, Sanliurfa , Resit , 17/03/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2571, Sanliurfa ,, 17/03/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,,, Tutuklu ,2019
2572, Sivas ,, 17/06/2019 ,   Yok  ,Tartisma,,Tanimadigi Birisi,,Kesici Alet,,, Tutuklu ,2019
2573, Sivas , Resit , 17/06/2019 ,   Var ,Kizini Korurken,,Tanidigi Birisi,,Atesli Silah,,, Tutuklu ,2019
2574, Sivas , Resit , 17/06/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2575, Tekirdag , Resit , 17/08/2019 ,   Yok ,Tespit Edilemeyen,,Akrabasi,,Atesli Silah,,, Tutuklu ,2019
2576, Tekirdag , Resit , 17/08/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2019
2577, Trabzon , Resit , 17/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,, Tespit Edilemeyen,2019
2578, Trabzon ,, 17/11/2019 ,   Yok ,Tespit Edilemeyen,,Kardesi,,Atesli Silah,,, Tutuklu ,2019
2579, Van ,, 18/01/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Kacak ,2019
2580, Van , Resit , 18/01/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,,, Tutuklu ,2019
2581, Van , Resit , 18/01/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,, Tespit Edilemeyen,2019
2582, Yalova ,, 18/02/2019 ,   Yok ,Bosanma,,Babasi,,Atesli Silah,,, Intihar ,2019
2583, Yozgat ,, 18/03/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,, Intihar ,2019
2584, Yozgat , Resit , 18/03/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2585, Zonguldak , Resit , 18/05/2019 ,   Yok ,Kiskanclik,,Eski Kocasi,,Kesici Alet,,, Tutuklu ,2019
2586,,, 18/06/2019 ,   Yok ,Tespit Edilemeyen,,Damadi,,Atesli Silah,,,,2019
2587,,, 18/07/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Elektrik Verme,,,,2019
2588,,, 18/07/2019 ,   Yok ,Nefret,,Tanimadigi Birisi,,Kesici Alet,,,,2019
2589,,, 18/08/2019 ,   Yok ,Tespit Edilemeyen,,Eski Sevgilisi,,Atesli Silah,,,,2019
2590,,, 18/09/2019 ,   Yok ,Reddedilme,,Kocasi,,Atesli Silah,,,,2019
2591,,, 18/11/2019 ,   Var ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2019
2592,,, 18/11/2019 ,   Var ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2019
2593,,, 18/12/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2019
2594,,, 19/01/2019 ,   Tespit Edilemeyen ,Kadin hayatina dair bir karar vermek istedigi icin,,Kocasi,,Atesli Silah,,,,2019
2595,,, 19/01/2019 ,   Yok ,Bosanma,,Erkek Kardesi,,Kesici Alet,,,,2019
2596,,, 19/02/2019 ,   Yok ,Ayrilik Talebi,,Kocasi,,Atesli Silah,,,,2019
2597,,, 19/03/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Darp,,,,2019
2598,,, 19/03/2019 ,   Tespit Edilemeyen ,Bosanma,,Akrabasi,,Bogulma,,,,2019
2599,,, 19/04/2019 ,   Yok ,Tore,,Kocasi,,Tespit Edilemeyen,,,,2019
2600,,, 19/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2019
2601,,, 19/05/2019 ,   Yok ,Namus,,Akrabasi,,Atesli Silah,,,,2019
2602,,, 19/05/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2019
2603,,, 19/06/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2019
2604,,, 19/06/2019 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,,,2019
2605,,, 19/06/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2019
2606,,, 19/06/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2019
2607,,, 19/08/2019 ,   Var,Tartisma,,Sevgilisi,,Atesli Silah,,,,2019
2608,,, 19/09/2019 ,   Yok ,Tartisma,,Kocasi,,Kesici Alet,,,,2019
2609,,, 19/09/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2019
2610,,, 19/09/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2019
2611,,, 19/09/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2019
2612,,, 19/09/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,,,2019
2613,,, 19/11/2019 ,   Yok ,Tartisma,,Kocasi,,Darp,,,,2019
2614,,, 19/11/2019 ,   Tespit Edilemeyen ,Para,,Kocasi,,Iskence,,,,2019
2615,,, 19/11/2019 ,   Yok ,Nefret,,Tespit Edilemeyen,,Kesici Alet,,,,2019
2616,,, 20/03/2019 ,   Yok ,Bosanma Talebi,,Akrabasi,,Atesli Silah,,,,2019
2617,,, 20/03/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,,,2019
2618,,, 20/04/2019 ,   Yok ,Reddedilme,,Eski Nisanlisi,,Atesli Silah,,,,2019
2619,,, 20/04/2019 ,   Yok ,Bosanma,,Kocasi,,Atesli Silah,,,,2019
2620,,, 20/05/2019 ,   Yok ,Sebebsiz,,Tanimadigi Birisi,,Atesli Silah,,,,2019
2621,,, 20/05/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Iskence,,,,2019
2622,,, 20/05/2019 ,   Yok ,Tespit Edilemeyen,,Arkadasi,,Bogulma,,,,2019
2623,,, 20/06/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Kesici Alet,,, Tutuklu ,2019
2624,,, 20/06/2019 ,   Yok ,Platonik Ask,,Akrabasi,,Kesici Alet,,,,2019
2625,,, 20/06/2019 ,   Yok ,Namus,,Kocasi,,Kesici Alet,,,,2019
2626,,, 20/08/2019 ,   Yok ,Kiskanclik,,Kocasi,,Tespit Edilemeyen,,,,2019
2627,,, 20/08/2019 ,   Yok ,Kadin hayatina dair bir karar vermek istedigi icin,,Abisi,,Atesli Silah,,,,2019
2628,,, 20/08/2019 ,   Yok ,Hirsizlik,,Komsusu,,Kesici Alet,,,,2019
2629,,, 20/09/2019 ,   Yok ,Tespit Edilemeyen,,Oglu,,Yuksekten Dusme,,,,2019
2630,,, 20/11/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Atesli Silah,,,,2019
2631,,, 20/11/2019 ,   Yok ,Ayrilik Talebi,,Sevgilisi,,Atesli Silah,,,,2019
2632,,, 21/02/2019 ,   Yok ,Namus,,Ailesi,,Asma,,,,2019
2633,,, 21/03/2019 ,   Yok ,Tartisma,,Sevgilisi,,Yakilma,,,,2019
2634,,, 21/05/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,, Tutuklu ,2019
2635,,, 21/05/2019 ,   Tespit Edilemeyen,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,,2019
2636,,, 21/05/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2019
2637,,, 21/06/2019 ,   Yok ,Tespit Edilemeyen,,Sevgilisi,,Darp,,,,2019
2638,,, 21/06/2019 ,   Yok ,Tespit Edilemeyen,,Tanidigi Birisi,,Atesli Silah,,,,2019
2639,,, 21/06/2019 ,   Yok ,Reddedilme,,Eski Kocasi,,Atesli Silah,,,,2019
2640,,, 21/06/2019 ,   Yok ,Tespit Edilemeyen,,Tanimadigi Birisi,,Kesici Alet,,,,2019
2641,,, 21/08/2019 ,   Yok ,Tespit Edilemeyen,,Babasi,,Atesli Silah,,,,2019
2642,,, 21/08/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,,,2019
2643,,, 21/09/2019 ,   Yok  ,Tespit Edilemeyen,,Tespit Edilemeyen,,Bogulma,,,,2019
2644,,, 21/09/2019 ,   Var,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2019
2645,,, 21/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2019
2646,,, 21/12/2019 ,   Yok ,Para,,Tespit Edilemeyen,,Kesici Alet,,,,2019
2647,,, 22/02/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2019
2648,,, 22/02/2019 ,   Var ,Reddedilme,,Tanidigi Birisi,,Atesli Silah,,,,2019
2649,,, 22/02/2019 ,   Yok ,Kriz ve Issizlik,,Kocasi,,Atesli Silah,,,,2019
2650,,, 22/02/2019 ,   Yok ,Kiskanclik,,Sevgilisi,,Bogulma,,,,2019
2651,,, 22/02/2019 ,   Yok ,Tartisma,,Sevgilisi,,Atesli Silah,,,,2019
2652,,, 22/03/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2019
2653,,, 22/04/2019 ,   Yok ,Namus,,Kardesi,,Atesli Silah,,,,2019
2654,,, 22/04/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Kesici Alet,,,,2019
2655,,, 22/05/2019 ,   Yok ,Tecavuze Direnme,,Tanidigi Birisi,,Yuksekten Dusme,,,,2019
2656,,, 22/08/2019 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Kocasi,,Kesici Alet,,,,2019
2657,,, 22/09/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Bogulma,,,,2019
2658,,, 23/01/2019 ,   Yok ,Kiskanclik,,Eski Kocasi,,Atesli Silah,,,,2019
2659,,, 23/01/2019 ,   Yok ,Barisma Talebi,,Eski Kocasi,,Atesli Silah,,,,2019
2660,,, 23/02/2019 ,   Yok ,Bosanma Talebi,,Kocasi,,Kesici Alet,,,,2019
2661,,, 23/04/2019 ,   Yok ,Annesini Korurken,,Tanidigi Birisi,,Kesici Alet,,,,2019
2662,,, 23/05/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Vurucu Alet,,,,2019
2663,,, 23/05/2019 ,   Yok ,Bosanma,,Kocasi,,Atesli Silah,,,,2019
2664,,, 23/05/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2019
2665,,, 23/05/2019 ,   Tespit Edilemeyen ,Tespit Edilemeyen,,Tespit Edilemeyen,,Atesli Silah,,,,2019
2666,,, 23/06/2019 ,   Yok ,Tartisma,,Kayinpederi,,Atesli Silah,,,,2019
2667,,, 23/07/2019 ,   Yok ,Kiskanclik,,Kocasi,,Kesici Alet,,,,2019
2668,,, 23/07/2019 ,   Yok ,Namus,,Erkek Kardesi,,Kesici Alet,,,,2019
2669,,, 23/08/2019 ,   Yok ,Tespit Edilemeyen,,Oglu,,Kesici Alet,,,,2019
2670,,, 23/09/2019 ,   Yok ,Tespit Edilemeyen,,Yegeni,,Kesici Alet,,,,2019
2671,,, 23/10/2019 ,   Yok ,Kriz ve Issizlik,,Akrabasi,,Iskence,,,,2019
2672,,, 23/12/2019 ,   Tespit Edilemeyen,Kiskanclik,,Kocasi,,Kesici Alet,,,,2019
2673,,, 24/04/2019 ,   Tespit Edilemeyen ,Erkegin istedigi bir seyin gerceklesmemesi sebebiyle,,Eski Kocasi,,Atesli Silah,,,,2019
2674,,, 24/05/2019 ,   Var ,Reddedilme,,Akrabasi,,Atesli Silah,,,,2019
2675,,, 24/07/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2019
2676,,, 24/08/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Tespit Edilemeyen,,,,2019
2677,,, 24/08/2019 ,   Yok ,Tartisma,,Tanidigi Birisi,,Atesli Silah,,,,2019
2678,,, 24/09/2019 ,   Yok ,Aldatilma Suphesi,,Kocasi,,Bogulma,,,,2019
2679,,, 24/09/2019 ,   Yok ,Tespit Edilemeyen,,Kocasi,,Atesli Silah,,,,2019
2680,,, 24/09/2019 ,   Yok ,Tartisma,,Kocasi,,Atesli Silah,,,,2019
2681,,, 24/09/2019 ,   Yok ,Tartisma,,Eski Sevgilisi,,Atesli Silah,,,,2019
2682,,, 24/10/2019 ,   Var ,Bosanma,,Kocasi,,Atesli Silah,,,,2019
2683,,, 24/10/2019 ,   Yok ,Tespit Edilemeyen,,Tespit Edilemeyen,,Darp,,,,2019
2684,,, 24/10/2019 ,   Yok  ,Platonik Ask,,Tanidigi Birisi,,Kesici Alet,,, Tutuklu ,2019
2685,,, 24/11/2019 ,   Tespit Edilemeyen,Kiskanclik,,Akrabasi,,Atesli Silah,,,,2019
